,Reviews,Ratings
44,Titanic was such a wonderful movie!!! It accurately portrayed how the ship sunk to begin with. The storyline behind it all including the CAST!!! A+++ Film,10
45,"James Cameron's masterpiece, Titanic, is incontrovertibly the greatest anecdotal tale ever to grace the film industry. This movie has to be Cameron's masterpiece that has never been rivalled in its grandeur. This movie has a phenomenon ability to connect the audience on an emotional level, taking them on an emotional rollercoaster as the characters form bonds and face adversity from all flanks of life. This story juxtaposes the idea of love and power in different shades and angles. Leo and Kate have a relationship that is based on human emotions and desires for bonding, while Zane challenges that connection of human connection by flaunting his wealth and attempting to allure Kate with his affluence. This creates tension between the characters, and the story is very effective at controlling the crescendo so that the audience has an opportunity to connect emotionally with the characters that face this adversity. With Zane always prowling about throughout the movie, trying to win over Kate's heart with his money, there seems to always be a sombre feeling looming in the background as the events unfold between the main characters. This ominous sense of dread that is always suspended in the atmosphere seems to tie in well with the fact that the entire Titanic, the biggest commercial ship in the world, is also portend to face an unknown tragedy in the future. The director effectively seems to symbolize that human love between Kate and Leo as the impervious Titanic ship itself, and reveals the vulnerable side of it. This poetic depiction is demonstrated with so much gusto and romance, that one cannot help but fall in love as the inevitable tragedy dismantles that colossal giant known as love present in all human beings.",10
46,"It's no wonder this was so seismically successful; it really has something for everyone: a sweet tragic love story, action and suspense and for history buffs a meticulous reenactment of the most infamous sea disaster of all time. Really a stunning achievement.",10
47,"My favorite film of all time. When I was 12 years old, I watched Titanic for the first time and I felt so moved after this resonating cinematic experience. Everything about this film is timeless. From the acting, set design, costumes, cinematography, editing, music, and themes of love, loss sacrifice, and social class politics of the 20th century... this film will always have a special place in my heart. A notable mention is I consider Leo and Kate to be one of the best film couples of all time, and their chemistry is unmatched.Titanic is an iconic, classic film that I recommend for old, current, and future generations of film watchers.",10
48,I just want to say wether fictional or not this movie is a masterpice and how it have only 7.8 rantings.,10
49,"James Cameron's Titanic was nothing short of a phenomenon. Like so many others, I went to the pictures more than once to catch the must-see film of 1997. When I first saw Titanic, I was swept away by the whole film. I thought it was a thrilling piece of entertainment. Funny, resonant and exciting in equal measure.But again, like so many others I also feel Titanic has lost a bit of its sparkle over the years. Its times like this you ask yourself why a film you once held in such high regard now ranks so low? Lets see if I can answer that question.There's no denying that on the one hand its an impressive piece of filmmaking. Cameron's direction is slick and economical, something that's served him well since his extraordinary debut with The Terminator. The 3 hour running time zips by without one barely noticing. But somewhere along the way, Cameron fumbles it, and like the Titanic, the film goes down with all hands.Cameron is a self-professed Titanic enthusiast, and he's clearly put a great deal of thought, care and precision into recreating the Titanic, from the jumbo sized pistons in the engine room right down to the tiny portholes on the bow. And he exactingly crafts its destruction, first explained to us through a step-by-step computer simulation.The collision with the iceberg. The gradual flooding of the compartments. Loss of power. The ship splits in half. The eventual sinking. And then we finally see it enacted in the last 90 minutes. It would be churlish not to mention how eerily precise Cameron gets the details of the Titanic.Its a shame the human characters aren't as well developed. Cameron's clout in the industry has allowed him to array a truly extraordinary cast. But save one or two, quite a few characters are little more than cardboard cutouts.Kate Winslet shines as Rose. She does quite well and invests a great deal of resourcefulness and spunk into the part of a débutante forced into marriage. Cameron draws a lot of strength and vitality from her character.As for Leonardo DiCaprio, he brings plenty of enthusiasm to Jack Dawson, a penniless artist from steerage. But his romance with Rose never truly convinces. The relationship only works on simplistic terms by pushing all the right emotional buttons. Exactly why it struck such a chord with audiences. Especially the female members. I remember hearing quite a few ladies in the audience reach for their tissues during Jack's rather maudlin death scene.I couldn't go into detail describing how many people there are to keep track of. Otherwise I'd run out of words. The ones that scored favourably with me are Kathy Bates as the unsinkable Molly Brown, Victor Garber as Mr Andrews the ship builder, and in a small but memorable role Jason Barry as Tommy, an Irishman in steerage who meets a tragic end.As for everyone else, they're all one-dimensional. Billy Zane is cast as Rose's fiancée Cal, a snobbish, controlling tyrant. There's no depth to his character. David Warner is wasted in a thankless role as Zane's ghoulish valet, and Frances Fisher takes the prize of worst offender for playing Ruth, Rose's heartless mother.Cameron waits quite a bit before the actual collision. So you'd be forgiven for feeling more than a little restless for the first hour and a half. There are a few moments that stand out. I quite liked the way the film contrasts the differences in 1st and 3rd class, each having dinner in their own way. And you will definitely sit up and pay attention to Jack drawing Rose in the nude wearing nothing but a priceless diamond.But its really after the crash that the film finally starts getting interesting. This is the part of the story Cameron wanted to tell. He stages the destruction of Titanic with breathtaking regard. Corridors flood with cascades of water. The enormity of the hull pivoting into the air is a terrifying sight. Its in these scenes where the film holds a captive audience. Cameron shoots them with a fanatical immediacy, and watching the destruction of these stylised and impeccably crafted sets is awesome to behold.Yet even in these scenes Cameron miscues it a little. The sinking of the Titanic has been filmed many times (A Night To Remember had to have influenced Cameron). But this is the first to add comedy into the mix. I didn't mind so much in the first half because the people aboard didn't know the maiden voyage of Titanic was doomed. But in the second half, when Cameron tries to make you laugh, its an approach at odds with the dramatic thrust of the story, e.g. the aristocrats aboard want brandies while the ship is sinking. This is hardly believable behaviour, and even disrespects the memories of those aboard. It leaves a bad taste in the mouth.Cameron does demonstrate far too much of a willingness to guess what the people aboard were like. Painting them in unfavourable colours, portraying the officers as officious bureaucrats, and even having one of them shooting passengers even when there is no evidence to support that.The final scenes for Jack and Rose go on too long in my opinion. His final words, which are really hackneyed and mawkish belong more in a soap opera, not a multi-million dollar feature film. The image of a floating necropolis is striking though.Titanic is certainly an oddity. Its a film that people embraced as a whole the world over, and now they go out they're way to find fault with it. I didn't go looking for faults. They surfaced as time went by because it just doesn't hold up too well to repeated viewings. I still think you should see Titanic, even if in a few years it probably won't do for you what it used to.",5
50,"When you talk about 1990's pop culture, it's really hard to not mention, the biggest blockbuster from that decade, Oscar Winner, Best Picture of 1997's Titanic. Directed, written, by James Cameron, the movie had everything that people wish to see in a movie, making it one of the biggest money makers of all time. The movie had plenty of action, history, romantic, and music to get everybody onboard. The movie gives a fictionalized account of the sinking of the RMS Titanic in April 14, 1912. It tells the story of two members of different social classes, high socialite Rose DeWitt Bukater (Kate Winslet) and working class, Jack Dawson (Leonardo Dicaprio) falling in love aboard the ship during its ill-fated maiden voyage. The movie was so popular, that a 3D version of the film was released on April 4, 2012 to commemorate the centennial of the sinking, earning it more money. The 3D version was pretty good. Titanic spun a number of other successful things such as; musicals, soundtrack, hundreds of different types of merchandise, books about the Titanic, a video game about Titanic and countless rip-offs movies. I think a good reason why a lot of people went to see this movie is how simple the story is. Yes, it's a bit predictable and pretty recycled from old Hollywood style that previous Titanic type movies had, such as 1958's A Night to Remember & 1953's Titanic. You can really see it, if you look close enough. It's full of familiar tropes and clichés. Still, the movie concept really got update to epic scale with the expensive budget, well use, in the films visual, special effects, costume, sets, and other sides of the production. James Cameron really made the movie felt like it overlap a lot of genres. It was great historical romantic action movie with many subplots like a treasure finding mystery suspense, a horror lifetime movie melodrama about female abuse, a social commentary film about classism and social Darwinism, etc. etc. Indeed, the movie is mostly label as a love movie, and this is where some people might be turn off. People do love story, when there is something in stake. By putting their lives in stake, people want to see them overcome the dangers. People also love movie if the two actors playing a couple really do show on chemistry on film. Both Leo & Kate did well in their roles showing their charm, but their characters don't have much depth to them. We really don't see, much faults in them. Their characters are very simplistic people. Also, some of their dialogue made the love story seem unrealistic or too silly to be taken serious of. Some people might hate the song by Celine Dion, 'Heart will go on' but in my opinion, the song works so well. I do think, it does get a little bit overplayed. I also have to give mad props to James Horner's score. All of the music in the film does give the movie, its great epic romantic tone and later, it's intense edge. I had lots of fun, watching the Titanic lower class party. The music there, really fit the scene. The movie also has great cinematography, as it was all eye candy to me. You can't help going in front of any ship bow, and not think of that scene from this movie. Indeed, you're feel like you're flying. For a PG-13 movie, I was deeply surprise how erotic, it was. I was just a little kid, when it first came out, the movie was the first time; I noticed that women had pubic hair. I found the sex scenes and the nudity to be tasteful. Still, the whole love affair, really does undermine, the time wasted that could cover the real victims of the Titanic sinking, more. While the actors playing supporting historical characters were all great in their roles. They were also all one-dimensional props. I still felt emotional to them, when 'Nearer, My God, to Thee,' to the tune of Bethany was playing. It was hard not to feel something about the film. Another thing people might hate is the pacing. The movie is really long and seem slow at times. The movie is also a bit historical inaccurate, but the movie went into great details to make the movie seem like the Titanic, you see here is the real Titanic. Buy the DVD as there are a lot of great special features like delete scenes, commentary, and behind the screens. The 2012 DVD version also clean up some of the big mistakes. It felt like the special edition that wasn't destroy the original work. If you happen to find it on TV, just note that it will be cut down, and censor a bit. It's nearly unwatchable. Overall: Sink or swim. Is the movie, the best Titanic movie ever? So-far, yes. Is it the worst? So-Far-no. It was safe exceptionalism type of movie. I wouldn't say, it's the smartest movie, but I would say, its lack of complexity doesn't make it not watchable. From the opening shot to the bittersweet ending, it was just amazing to watch. This movie like the actual event will always be remember on.",8
51,"It really physically hurts me when i don't see it in top 250 in IMDb's list.I am from India where the general perception of Hollywood movies are that they are more action oriented big budget entertaining films.We consider our films to be more emotional and poignant.However this movie is the most heart touching story i have ever seen on screen.I could see people's faces with tears rolling down after departing from the cinema hall.I could hear my father saying "" Never knew that these people could make such heart warming movies"".Maybe i am going a bit too far.But this is my way of paying tribute to the greatest movie ever made.",10
52,"This was an epic movie in every sense of the word. You knew the boat was going to sink, and the movie showed more than that. It showed a human love story amidst it, the lady in it struggling with her jerk of a fiance, good characters, the many historical passengers of the ship (John Jacob Astor, ""the unsinkable"" Molly Brown, etc.), a great cast, and lovely scenery. The sinking scene didn't just show the ship sink in a one-minute scene-it played on for an unforgettable length as panic ensued, Leonardo and Kate rushed through the ship as freezing seawater flooded it and the walls and windows crashed, the band played, people raced for the limited lifeboats, and the boat lifted up and broke in two before finally sinking. The was great moviemaking. Although one question:did Kate kill Leo at the end? She could have helped him up!*** 1/2 out of ****",9
53,"It's the first movie I've watched in cinema. On the first seat. It was amazing.
It seemed like the ship was going inside me :)",10
54,"It's sometimes difficult to assess a movie that was such a phenomenon in its day. Titanic was a gigantic hit upon release, talked about everywhere, unavoidable. In parallel to its massive popularity there was also a backlash of people denouncing it as clichéd and overly sentimental, a lot of whom were probably deliberately disliking it because of its ubiquity. Now, it's of that awkward age where it's too recent to merit classic status, but too distant to still really be talked about much. As such its standing in posterity seems to be undecided, as yet.Historical romantic epics like this have long been around, and have long done well at box offices and awards ceremonies. And yes, they may be formulaic, but there is a certain craft in ticking all the boxes. Titanic works by bringing us in, with those opening scenes, with the position of a clinical observer of the wreck, as we might have seen it in books or documentaries. The framing narrative has a modern familiarity that we can relate to. We are then gradually eased back into the past, and the story of the ship and those who sailed aboard her becomes humanized. And I'm not just referring to the central love story. In writing his screenplay, James Cameron goes to lengths to pick hundreds of tiny strands, from the real fates of historical personages to brief flashes of unnamed figures. This broad, human retelling of a great disaster gives Titanic a wonderful richness, not to mention a deeper poignancy.Cameron was at this point best-known for his blockbusting actioners like Aliens and the Terminator movies, so as a director he might have seemed out of his depth on Titanic. But Cameron was always a professional, never a show-off, and he could handle weighty subjects with maturity. He doesn't faff about with the camera, usually keeping it still while all the movement is within the frame. And of course, when the movie turns more action-orientated during the ship's sinking, his experience puts him in good stead. The collision with the iceberg is so suspenseful that, every time I see it, I still hope the ship will turn in time. Throughout the movie there are a lot of point-of-view shots, more than most filmmakers dare to use these days, but the idea is to bring us close to the sensation of being there. But perhaps Cameron's greatest strength is his finding of an apt image to tell a story in an instant, from a man with his family frantically thumbing through a translation book to find his way off the ship, to Ismay's guilty face against the side of the ship as he is lowered down.The studio took a gamble in allowing Cameron to cast two lead players who were as young and inexperienced as Winslet and DiCaprio, but it paid off. Winslet is not a traditional beauty, but she has a vivacious personality that makes her attractive and instantly likable. At first glance DiCaprio seems to have been hired for his looks, but he proves to have a deep sincerity, such as the when he confronts Winslet and confesses his feelings towards her. And after all it's moments like this where a performance counts the most. But what really makes these two work is their believable youthfulness, and that eager rapport between them. Passionate love stories that take place over a day or two can easily seem a bit false, but Winslet and DiCaprio seem so great together the briefness of their affair is irrelevant.This diamond of a movie is not, I'll admit, without a few flaws. Despite the brilliant construction of the screenplay, the dialogue is woefully trite. The special effects are typically over-ambitious '90s CGI, with texture-less surfaces and too many fake people (although to be fair it still looks better than, say, a scale-model would). But whereas these problems would stick out like sore thumbs in a lesser picture, Titanic has such a grand sweep and emotional power that they become insignificant. I hope cinematic history will judge Titanic well, because regardless of hype and counter-hype, it really is everything a movie should be.",10
55,"Titanic (1997) **** (out of 4) James Cameron's Oscar-winning love story about star crossed lovers (Leonardo DiCaprio, Kate Winslet) who come from different back grounds but fall in love aboard the Titanic. I remember seeing this on its opening weekend and it's amazing to see how well the film holds up after all these years. Yes, since it became so popular there are always going to be those who hold that against the film and while it's far from a masterpiece I do think it holds up quite nicely against many of the classic epics that have been made since D.W. Griffith's THE BIRTH OF A NATION. That film, GONE WITH THE WIND, BEN HUR and other epics were all grand on scale, told big stories with big effects and each of them had flaws here and there.The most amazing thing about TITANIC is the way Cameron is able to tell the fake story and mix it in with so many real-life people and events. Since 1997 I've watched countless documentaries on the real subject and watching the film on its re-release made me appreciate it so much more. The little details given about certain real-life people was a major plus and so were the smaller touches. The amount of love and detail that Cameron puts into every single shot of the movie makes it very poetic and at any time you can't help but just look around and try to take in everything in the frame. Very few films have gone all-in with their subject matters but this here goes for everything and just comes up short at a few times. It certainly helps that you have two strong leads turning in fine performance.Winslet was clearly the best of the bunch as she brings so much life to her character and perfectly manages to fit every side of her. Be it the rich, spoiled girl, the confused one, the heroic side or the love story aspect. I was less than thrilled with DiCaprio when I first saw the movie but looking back on the movie he too really stands out and delivers. Billy Zane, Kathy Bates, Frances Fisher, Bill Paxton and Gloria Stuart also deliver.I think the biggest flaws in the film can be had in the screenplay. Many people objected to having the fake characters so close to the real ones during the finale but this here didn't bother me too much as when we see the real people it's in situations based on what we're led to believe happened. What bothered me in 1997 and today is that Cameron decided to make Zane the main villain over the iceberg. I really think the story starts of go overboard during the third act as Leo gets chained up and then we have more drama wrapped around the real event. There's no question that the romance made this movie such a hit but I think it could have worked with everyone had the stuff with Zane been toned down. God knows there was enough drama with the sinking to make up for Zane running around with a gun. With that said, that's about the only problem with TITANIC and those things aren't disastrous enough to ruin the movie. There's no question that the romance works, the special effects are terrific and on the whole this is just a movie that works on every level.",
56,"Imagine being the Captain of The Titanic and told by it's architect that it will sink with absolute mathematical certainty. Immediate denial sets in but the instincts are too strong. The most incredible machine ever built by human hands will lie on the bottom of the ocean floor in a matter of hours, and there's nothing anyone can do about it. The sheer horror of it reels the imagination.It took me a long time to get past the hype of the film's original release. Sometimes it's better to let all that hoopla pass and see a picture on it's own merits rather than on the recommendation of anyone and everyone. While watching, I tended to key in on the historical elements of the voyage rather than the love story. Realizing that most films like this rely on a romance to move the picture along, I'm willing enough to go along with it. To go too far in the other direction would move it toward a documentary, and there are enough of those around if that's what you're after.I was fairly impressed with the technical aspects of the picture regarding the disaster. Following Ismay's (Jonathan Hyde) analysis of how the Titanic would take on water and sink, and actually seeing it play out made for some dramatic special effects. What's almost impossible to comprehend is how the passengers on board ship might have actually reacted on that fateful night. The calamity of it is absolutely mind boggling and difficult to contemplate.I give director Cameron and the special effects folks all the credit there is for producing an epic disaster film. DiCaprio and Winslet perform capably, though I wasn't necessarily wowed by their portrayals. Even if your only motivation to see the picture is it's inclusion as one of the top grossing pictures of all time, you shouldn't be disappointed.",9
57,"Hands down one of the best romance films ever made, Titanic is an epic, action-packed historical love story that delivers in every single way. Brilliant performance by Kate Winslet, beautiful and accurate costumes, feminist undertones, heart-wrenching, and golden to its core! Titanic is one of the greatest films ever made and that's all that has to be said.",10
58,"This story follows Jack (Leonardo Dicaprio). A poor artist who wins his ticket onboard the Titanic in a card game who meets Rose (Kate Winslet). A beautiful young woman who is raised in an uppercrust society who sees her life as too predictable and in control by her pompous buffoon fiamce Cal (Billy Zane) and craves a life of somewhat uncertainty. When Rose meets Jack an unlikely romance blossoms as the Titanic embarks on it's ill fated maiden voyage.
Cameron truly put in a lot of hard work to create an absolute masterpiece here. Yes the movie has flaws but what movie doesn't? I love how he made what could of been a dreary and gloomy drag of a movie and turned it into quite an up beat story (up until Titanic strikes the ice berg). This is in my favourites. And ignites a fascination for the tragic story that is the Titanic. So sad and outrageous how mostly third class passengers died in this disaster.",10
59,The best movie. Everyone watched it on February or on Valentine's Day. And I always love this movie so much. This is a Valentine's Day movie in case you need to know.,10
60,"Greetings from Lithuania.I'm a Titanic buff. Read lots of material, watched countless documentaries about the tragedy. I'm a movie buff as well - and it gets me every time i watch this unforgettable piece of work. This is a storytelling it's at is best. Visuals are outstanding even at this time, after 16 years - Titanic is aging wonderfully. The actor, all of them, did a very strong job, and i loved the two leads. I can not understand why is there so much negative buzz about this film. They say it's to chezee. You can throw a rock in me if you haven't saw more chezee stuff years after (Twilight and all the dancing shxx ""movies"" comes in to a mind first). Well i guess lots of people will always hate what is popular and at the same time really good - and that's a rare combination. Movies like this aren't made every day to say the least, and it's shame that so many people trashes them. Well, you can always just ignore them. Titanic is outstanding motion picture in every possible way, and it got what it deserved - 11 Oscars, 1,6 milliard at the box office and hardly nforgettable journey - it's hardly gets better than this.",10
61,"I saw the movie for the first time when it arrived on video, needless to say that I had very high expectations for this movie because I heard a lot about it. I watched the movie and I remembered my first reaction when I finished watching it, my reaction was: ""This is it?"" Don't get me wrong, it's not a bad movie, not at all. But I was disappointed about it all and it just didn't met my expectations.Everybody knows the true story about the ship the ""Titanic"" and there are many movies/series made about it already. New about this movie is the love story. It's always dangerous to put a love story in a movie because if the love story doesn't work the movie doesn't work. The love story does work for most parts in this movie, except for some scene's in which I just don't buy it.Although the movie is very long it doesn't really ever get boring, which is of course a good thing. The best part of the movie is the sinking and you can see that James Cameron is really one of the best Action directors in the business.The acting isn't great but not bad either. The special effects look good with the exception of a few needless scene's. The movie is also full of visual mistakes (for instance you can clearly see the camera in a scene, which is a HUGE mistake that I noticed on my first viewing) and the characters in my opinion aren't really interesting enough.Although the movie got more credit then it really deserved I can still recommend this movie to everybody. Good but not perfect...7/10http://bobafett1138.blogspot.com/",7
62,"So aside from its sweeping spectacle and moving depiction of real-life tragedy, what does the story of Jack and Rose bring to the table? In spite of how persuasive the film is, one must remember - it's ultimately a work of fiction, not a documentary. Like any period drama, it is an interpretation of how society worked at the time. Jack and Rose, as well as being beautifully played by DiCaprio and Winslet, are incredibly well crafted. They are a window into a much more subtle form of racism, which is still prevalent today. It's called class, and in the latter half of the movie, it becomes a tool with which to decide who lives and who dies.First of all, just look at this film. The resplendent wonder of the film's set design, both interior and exterior, places you right on board. It looks and feels the part. And when the inevitable disaster strikes, Cameron grabs onto you and drags you through each painful moment in striking detail. The sinking of the Titanic is brought to life with exquisite attention to detail and astonishing visual effects. It makes for the greatest disaster scenes in any movie I've seen.Titanic has pretty much anything you can ask for. It's a romance; it's a disaster movie; it's an action film; it's got a sense of humour and wit; it's a period drama; it's a tragedy. Summed up, Titanic is about as perfect a cinematic experience as you're ever likely to get.The performances just take your breathe away. Jack and Rose's love story is so full of life and heart and what true love should be even if it's a battle or your not the same class and can't be together ounce you find your soulmate that's what love is about. Their characters felt so human and that really is what puts this movie at a whole new level. The camerawork is some of the best I have ever seen in any film. I don't even want to spoil how thrilling, chilling, beautifully well done the Titanic sinking part of the film is because it is something you just have to see for yourself and experience the devastating heartbreaking tragedy that occurred.So as much as our culture remembers Titanic for the romance, fittingly the deepest theme of this movie about so many tragic deaths is finding the will to live. In order for Rose to recapture her will to live, she needs to honestly face what's wrong in her life and cut that out. Committing to being alive means committing to living authentically as oneself.",10
63,"No sense going into great detail about this film, which just about everyone who watches movies saw when it came out. I still don't recall a film getting as much ""hype"" as this one did. I doubt if the Second Coming would get the kind of publicity this movie received. It was disgusting - the PR, the story and the favorable box office response.Oh, once the ocean-liner hits the icebergs and the disaster starts, it's terrific but that's not until the last 45 minutes of this 194-minute movie. Too bad we had to wade through all the baloney before this climactic scene.The baloney, in a nutshell, was (1) a stupid teen romance between two arrogant, unlikeable people; (2) most the film being a lie, defaming many of the people who were heroes in that disaster, instead choosing to picture them as selfish villains.The latter is all in the name of 'political correctness,' some filmmakers like James Cameron, are filled with, something akin to horse manure.To make it brief: in real life, the men in the First Class did everything they could to get the women and children safely off the boat. Just look it up! Relatives of those people were justifiably extremely upset over Cameron's totally-fabricated story, and I can't blame them.Anyway, even with all the untruths, if they had cut down on the Leonardo DiCaprio-Kate Winslet rebel-type attitude and romance, it would have been a far better film, but then again you wouldn't have the billions of dollars in revenue from the 12-15-year-old girls who flocked by the millions to see this farce. The rest of us would have preferred to see the true story of the famous disaster.",5
64,"This is just a record breaker and you can see why. Even to this day I find anything Titanic related really interesting,. Such a great movie.",10
65,"James Cameron and his team really did their research. I can see it happening just like this, love story notwithstanding. Historical fiction absolutely done right. Some of the CGI is subpar but it's a minor flaw considering the rest of the picture.",9
66,"So you flip through the cable channels on your remote. The same old music videos are running, and the reruns get tiring. Later, you find something interesting. The evening news, Entertainment Tonight, 60 Minutes, VH1, and every other network airs clips from this, the biggest money-making film in history. TITANIC emerges as a genuine Hollywood classic for the second generation of American cinema. Never since GONE WITH THE WIND has there been powerful moviemaking with heavy genius from James Cameron. It's more than just a love story. It's an all-out disaster movie with style and vigor combined with a creative instrumental music score. It even began the craze that lured us into discoveries of the gigantic ship that never proved itself when it sunk anyway.Brilliant use of photography is what stands out the best. Imagine every single little piece of detail that wouldn't fit on this message. Replicas of the engine room and the interior designs are highly crafted to maximize the full experience of being on the Titanic while sailing on crisp, clear sea water filled with dolphins swimming with grace. During the night, one can look up the starry skies while the bright lights shine. How tragic it is for a luxury liner to capsize in half, sinking miles beneath the surface, and showing off the greatest achievement in motion picture special effects! A job extremely well done! Who will match this kind of excellence in the near future?As for the players, the pair of Leonardo DiCaprio and Kate Winslet are now remembered as the Clark Gable & Vivian Leigh of the next generation. Both are young, of course, and they really can ACT! Winslet should have taken home the Oscar (what blasphemy of those Academy Awards judges!). Her performance as ""Rose"" is a show stealer, as she did most of the incredible acting far better than today's young actresses. From smoking a cigarette, to possessing true beauty, to posing nude, to being a heroine, and to become a survivor, this will be a role so hard to beat in Winslet's future films. DiCaprio, on the other hand, also does magnificent as a ""street boy"" and a ""troublemaker"". The second half is the most important time to discover his best talents, including the end. Both are sensational in almost every respect.Well, you can't always expect a movie to be perfect. TITANIC's shortcomings are relatively minor. The ""modernized"" scenes don't quite prove true to a historical masterpiece made with expensive sets and decorations. Mr. Jerry Garcia Lookalike should've changed his shirt, instead of wearing the one with ""Happy Face"" shot in the head. But Gloria Stuart as the old ""Ross"" makes up for the modern touch in telling and revisiting the Titanic story through her past experiences. It's also important that we already know how the disaster had become, and that the movie tells under a fictional basis.Of localized interest: Diana Morgan was once a TV news anchor for an NBC station out here. She has recently taken on an acting career playing the role of a news reporter, notably in BABYLON 5. You will hardly get to notice her on that small TV set shown at the start of the film, but you can hear her voice.Over three hours of powerful and unprecedented movie imagery. To date, it may very well be the greatest film ever made.",9
67,"Well what can I say you gotta love a good disaster movie set on real events and Titanic checks ALL the boxes for a good movie. Set in April 1916 the movie opens with an elderly woman named Rose(played by the late Gracie Stuart)who talks to the reporters(one played by Bill Paxton from Mighty Joe Young) and she talks to them along with her granddaughter about the story of the Titanic. So we cut in to see all the people being sent aboard the famous ship and we see a younger looking Rose(played by Kate Winslet who looks so different with her dyed red hair)and her boorish fiancée played by Billy Zane(from The Phantom)who is by her side as she sets sail on the ship. Meanwhile a charming man named Jack Dawson(played by the gorgeous Leonardo Di Caprio before he morphed into Eric Dane's love child now)as he and his mates are playing cards so his friend decides to abort the ship with him as he yells the famous line IM THE KING OF THE WORLD.But later in the film Jack falls in love with Rose while his staying on the ship and the two become really close with each other. But what will Rose's boorish egotistical fiancée think of it??.This film maybe 3 hrs long but its definitely worth it. The music by John Horner is brilliant there's this one scene I can recall where Jack and Rose are dancing to some Irish music and they had a lot to drink and their smiling and laughing at each other,THAT was just so well done. Also you gotta love the Celine Dion hit My Heart Will Go On.The story is brilliant in fact this is what REALLY happened on the Titanic and if you come across another movie that says Titanic: The Legend Goes On I suggest you avoid this one and watch this overrated flick instead of it as the animated version well if you seen it you know what its like.Also I loved the chemistry between Winslet & DiCaprio which was so realistic and genuine. Bottom line if you haven't seen it then check it out im telling you,that you won't regret it. I seen it a million times before and if I catch it again on TV at an earlier time than i'll watch it again.10/10",10
68,"If we have to figure out what the most precious identity humans have, that must be memory. We can absolutely remember lots of things happened during our 80-year lives. Our memories construct the great history. And Titanic is about an old woman's memory about a huge famous boat and her lover she met during her endless trip to America. The first time I watched this film was in my early age. And some precious memory of my own happened during that time. Maybe this is the most important part of the movie to myself.",10
69,"Titanic is pop culture perfection. It's everything wide audiences crave and has elite craft. Even the writing (its weakest aspect) is fair. The love story is generic, but it's efficient and accents the dramatic disaster. In some ways, that romance is just right because the setting is already complex. More nuance could've overly complicated the film. Sometimes, simplicity is not only desired by audiences, but also required by circumstances. Meanwhile, the acting is quality. Leo is fine, Winslet is great, and the supporting cast is strong. All together, this provides the ideal amount of emotional investment to synergize with Titanic's grand spectacle.Despite Titanic's sentimentality, its filmmaking is its core. Each ingredient supports a sense of grandeur that elevates the experience. The steady camerawork is constantly sweeping, emphasizing the ship's scale and heightening the action. The elaborate sound symbolically amplifies the daunting ocean and immense tragedy. The editing begins gracefully and smoothly builds energy during the chaos. The music is iconic, elegant, and fitting. The production is incredibly elaborate and detailed. The effects are dedicated, real, and versatile. Lastly, the passionate direction wholly commits to authenticity, emotion, and excitement, making Titanic a truly captivating experience. Ultimately, Titanic has it all.Writing: 7/10
Direction: 10/10
Cinematography: 9/10
Acting: 8/10
Editing: 9/10
Sound: 10/10
Score/Soundtrack: 10/10
Production Design: 10/10
Casting: 10/10
Effects: 10/10Overall Score: 9.3/10.",9
70,"An absolutely spellbinding film that still holds up over 20 years later. I first saw this as a 12-year-old in 1997 and recall being utterly captivated by the story, the imagery, the characters, the score and the sheer spectacle of it all. 'Titanic' was an event, not just a film. There was nothing like it before, and there has been nothing like it since.
Leonardo di Caprio and Kate Winslet, both relatively unknown actors at the time of the film's original release, shine as Jack and Rose, two young people from opposite ends of the social spectrum who are brought together by fate against the backdrop of one of history's greatest tragedies. Winslet steals every scene with her portrayal of a deeply unhappy woman thrust into an engagement of convenience at the behest of her domineering mother, only finding happiness and her true self when she crosses paths with di Caprio's Jack Dawson. Tragedy inevitably strikes however, and it becomes a fight for survival as the great ship Titanic founders. For all of the special effects, it is the chemistry between Winslet and di Caprio that drives the film. If you have ever become infatuated with someone in a very short space of time, then it is very easy to relate to the relationship between Jack and Rose. They perfectly capture the intensity of infatuation and the recklessness of youth. Other excellent characters include Billy Zane's charming but abrasive Cal Hockley, Frances Fisher's sneering Ruth Dewitt Bukater and Kathy Bates' bolshy Molly Brown. Finally, the great Gloria Stewart portrays 'old' Rose with such sincerity and heart that it is difficult to believe she didn't live through all of this in real life.",10
